"Status","Progress","durationSec","Finished","ResponseId","introquestion","age","pushnotifications","readarticles","distressed_EUPolitics","distressed_crimes","distressed_israelPalestine","distressed_immigration","distressed_sports","distressed_war","distressed_climateChange","distressed_showArts","distressed_covid","distressed_britishBrexit","distressed_instAbuse","distressed_spaceTravel","distressed_protest","distressed_terrorism","distressed_USPolitics","distressed_naturalDisasters","distressed_elections","distressed_economy","guard_suicide","guard_accidents","guard_physicalAbuse","guard_sexualAbuse","guard_selfHarm","guard_depression","guard_racism","guard_LGBTQ","guard_eatingDisorders","guard_disability","guard_animalCruelty","guard_other1","guard_other1_text","guard_other2","guard_other2_text","guard_other3","guard_other3_text","additional","fit.cluster","topic","interest","id","distressed"
"IP Address",100,217,TRUE,"R_2q1RIlzKWYYiYUg","Yes, continue the survey",25,0,0.357142857142857,100,50,100,100,0,79,100,0,51,0,87,38,77,0,58,100,38,100,19,21,19,22,24,24,22,19,22,0,23,0,"0",0,0,0,0,"0","3","covid",FALSE,76,51
"IP Address",100,438,TRUE,"R_3g6jynzfpAhoExK","Yes, continue the survey",28,1,0.357142857142857,75,34,23,67,3,83,92,4,67,42,74,4,54,95,41,93,39,68,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","3","covid",FALSE,77,67
"IP Address",100,193,TRUE,"R_4JjxAodB1pGAY1P","Yes, continue the survey",25,0,1,46,0,22,26,28,57,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","2","covid",FALSE,78,0
"IP Address",100,125,TRUE,"R_11XDJWx2cCEhOrk","Yes, continue the survey",25,1,0.142857142857143,100,51,100,79,16,18,100,8,6,9,100,8,14,35,100,62,16,20,48,49,85,100,100,100,100,100,7,10,100,0,"0",0,0,0,0,"No","5","covid",FALSE,79,6
"IP Address",100,182,TRUE,"R_1LjOdcvHO3WB0Ft","Yes, continue the survey",25,3,3,61,70,92,82,0,100,100,0,0,0,50,0,18,100,0,100,20,100,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"animal abuse","3","covid",FALSE,80,0
"IP Address",100,363,TRUE,"R_3ly6fDlC5mBO52h","Yes, continue the survey",26,0,0.357142857142857,29,66,64,27,0,81,93,0,48,62,65,27,45,74,46,75,35,31,3,2,4,7,4,0,0,0,48,0,1,0,"0",0,0,0,0,"accidents/ disasters that are close to or in spaces I know","3","covid",FALSE,81,48
"IP Address",100,128,TRUE,"R_307A8QngsycVFlI","Yes, continue the survey",24,0,1,31,44,78,78,7,73,78,55,71,18,81,19,35,67,78,59,53,18,35,14,38,38,72,35,11,14,64,18,53,0,"0",0,0,0,0,"Poverty","5","covid",FALSE,82,71
"IP Address",100,265,TRUE,"R_2uDPNKa8kgZ3yy1","Yes, continue the survey",24,1,0.142857142857143,28,43,51,51,8,64,88,29,15,1,6,55,60,68,15,55,28,75,57,5,48,73,90,69,7,21,50,7,17,0,"0",0,0,0,0,"0","1","covid",FALSE,83,15
"IP Address",100,114,TRUE,"R_1jHEOoU0VaDcvvJ","Yes, continue the survey",24,3,3,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","2","covid",FALSE,84,0
"IP Address",100,156,TRUE,"R_0ptK9v8TtQulPlD","Yes, continue the survey",24,0,0.142857142857143,56,63,77,69,18,89,82,9,75,41,52,26,62,70,62,72,31,36,50,51,50,85,51,52,51,51,51,52,52,0,"0",0,0,0,0,"0","5","covid",FALSE,85,75
"IP Address",100,2599,TRUE,"R_pQr4ATdPB4QoFpf","Yes, continue the survey",23,3,1,16,36,32,52,0,46,58,5,47,0,16,0,28,43,6,48,21,28,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","4","covid",TRUE,86,47
"IP Address",100,374,TRUE,"R_2CU28goHgmXEAC5","Yes, continue the survey",25,0,1,57,93,56,93,37,94,94,75,67,59,81,34,96,81,83,92,90,59,40,77,60,67,40,41,20,21,21,22,91,90,"Explicit medical content",0,0,0,0,"Murder, child abuse, Abuse against women","5","covid",FALSE,87,67
"IP Address",100,214,TRUE,"R_32MfAu3mjNwvB2F","Yes, continue the survey",26,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"0",0,0,0,0,"0","2","covid",FALSE,88,0
"IP Address",100,194,TRUE,"R_1GPrCMxg2N4IC2O","Yes, continue the survey",20,0,0.142857142857143,0,42,5,5,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","2","covid",FALSE,89,0
"IP Address",100,465,TRUE,"R_1ff2ZbqC61kmvKn","Yes, continue the survey",27,0,0.357142857142857,67,80,68,0,0,40,91,0,27,86,77,0,60,86,79,51,63,73,100,68,92,100,100,64,54,0,73,0,0,0,"0",0,0,0,0,"Children and abuse","5","covid",TRUE,90,27
"IP Address",100,216,TRUE,"R_2PaI1bdOVNgSez9","Yes, continue the survey",25,1,0.357142857142857,100,51,56,57,0,57,43,0,41,51,51,0,22,66,67,48,42,45,52,0,51,54,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","3","covid",FALSE,91,41
"IP Address",100,260,TRUE,"R_1DHDtrQbv105nBr","Yes, continue the survey",22,1,0,0,84,0,0,0,0,54,0,0,0,0,0,0,0,0,23,0,0,29,57,67,52,83,58,54,52,57,61,63,0,"0",0,0,0,0,"0","1","covid",FALSE,92,0
"IP Address",100,496,TRUE,"R_3KDRqmw5xOAL5jJ","Yes, continue the survey",25,0,0.357142857142857,26,40,0,0,0,0,98,0,0,0,15,0,33,56,0,56,0,57,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"No","4","covid",FALSE,93,0
"IP Address",100,276,TRUE,"R_1eqpyHC2QzAmjXH","Yes, continue the survey",27,0.357142857142857,0.142857142857143,0,100,0,0,0,100,0,0,100,0,0,0,0,100,0,100,0,0,100,53,83,84,100,100,100,100,19,45,100,0,"0",0,0,0,0,"Lgbt pushing their agenda everywhere","1","covid",FALSE,94,100
"IP Address",100,113,TRUE,"R_2cpILSQBUPjJn28","Yes, continue the survey",28,0,0.357142857142857,89,52,100,100,0,100,100,0,51,58,64,0,85,98,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","3","covid",FALSE,95,51
"IP Address",100,503,TRUE,"R_Ubvzsob5BH0lkLn","Yes, continue the survey",25,0,0.357142857142857,29,57,75,47,0,85,84,0,16,0,31,8,0,49,0,78,0,61,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"-","4","covid",FALSE,96,16
"IP Address",100,160,TRUE,"R_2zHlUvlpOc8f18X","Yes, continue the survey",22,0.357142857142857,0.142857142857143,51,47,67,51,16,41,68,3,39,10,67,58,61,62,4,42,41,58,44,10,49,50,70,66,26,26,28,22,21,0,"0",0,0,0,0,"0","1","covid",FALSE,97,39
"IP Address",100,328,TRUE,"R_1dm3nNKJOIHWyJj","Yes, continue the survey",24,3,0.357142857142857,25,52,73,73,0,61,65,0,88,0,42,0,18,91,43,81,24,30,71,20,38,77,78,9,27,25,17,9,75,0,"0",0,0,0,0,"News topics that are sexsualizing both men or woman. News topics that are bias to one side and spreading miss information.","1","covid",FALSE,98,88
"IP Address",100,221,TRUE,"R_2cBD6C4Uxn01n6b","Yes, continue the survey",23,0,0.357142857142857,83,17,100,100,0,81,100,12,60,13,100,0,100,100,100,78,50,36,70,46,56,100,70,16,80,78,100,39,100,0,"0",0,0,0,0,"Children related topics","5","covid",FALSE,99,60
"IP Address",100,296,TRUE,"R_1hL71LKqCcbWteV","Yes, continue the survey",28,1,0.142857142857143,0,66,0,23,6,60,73,0,19,0,38,0,33,59,0,83,0,46,59,53,54,53,55,30,30,43,41,22,23,0,"0",0,0,0,0,"0","1","covid",FALSE,100,19
"IP Address",100,95,TRUE,"R_268UBSo0eK3NRgU","Yes, continue the survey",25,3,0,0,0,67,0,0,0,0,0,30,0,0,0,58,33,60,31,0,0,0,0,0,0,0,0,0,0,0,0,70,0,"0",0,0,0,0,"0","2","covid",TRUE,101,30
"IP Address",100,635,TRUE,"R_2zLViJUbfiEtHpY","Yes, continue the survey",23,1,3,27,42,53,63,4,55,59,0,28,31,61,0,66,74,38,79,42,25,21,0,21,25,21,2,0,0,3,3,5,14,"Natural disasters/climate catastrophe",0,0,0,0,"0","3","covid",TRUE,102,28
"IP Address",100,224,TRUE,"R_1kMTeQrixkyoUey","Yes, continue the survey",21,0,0.142857142857143,14,13,0,0,0,11,26,0,0,0,5,0,0,12,0,9,0,0,46,0,82,82,70,0,13,0,68,0,68,0,"0",0,0,0,0,"No","1","covid",FALSE,103,0
"IP Address",100,314,TRUE,"R_290x29RCc75hAEI","Yes, continue the survey",22,0.357142857142857,3,32,74,12,58,0,75,62,0,86,60,25,0,70,77,56,35,66,48,71,40,42,46,42,30,16,13,26,18,59,0,"0",0,0,0,0,"0","1","covid",TRUE,104,86
"IP Address",100,410,TRUE,"R_80riliIJEvq35Ch","Yes, continue the survey",19,0,0.142857142857143,41,25,4,29,5,64,100,5,85,42,20,4,41,27,62,71,67,36,40,71,9,9,100,27,10,11,87,13,56,0,"0",0,0,0,0,"0","1","covid",FALSE,105,85
"IP Address",100,454,TRUE,"R_1exbo6xA65pS4on","Yes, continue the survey",27,3,3,0,0,0,0,0,22,49,0,47,21,0,0,0,46,48,50,46,49,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"Even if I am distressed by a news article I would not want to be ""guarded"" from it.","4","covid",FALSE,106,47
"IP Address",100,101,TRUE,"R_1igoiLR37zEpknc","Yes, continue the survey",24,1,3,0,0,0,0,19,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"no","2","covid",FALSE,107,0
"IP Address",100,186,TRUE,"R_2By8vJlwcEdZG6L","Yes, continue the survey",22,0,3,0,0,0,0,0,57,92,0,64,0,59,0,0,15,0,41,75,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","4","covid",FALSE,108,64
"IP Address",100,127,TRUE,"R_1FaDXf8oeIb1lhp","Yes, continue the survey",23,3,0.357142857142857,21,100,100,100,7,100,90,0,100,57,100,24,60,100,41,100,41,62,0,3,0,5,7,14,14,11,0,55,35,0,"0",3,0,0,0,"Cheating/abusive relationships","3","covid",TRUE,109,100
"IP Address",100,246,TRUE,"R_325v3Vv5hVIefyu","Yes, continue the survey",21,0,0.142857142857143,55,0,34,0,0,47,73,0,25,0,80,0,33,0,35,67,15,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"No","4","covid",FALSE,110,25
"IP Address",100,209,TRUE,"R_SHI7L5LYalUOSk1","Yes, continue the survey",27,1,1,60,65,69,65,0,72,74,0,51,0,70,0,72,76,52,76,53,54,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","3","covid",FALSE,111,51
"IP Address",100,224,TRUE,"R_T0EqP1HR4DFciuB","Yes, continue the survey",24,1,0.142857142857143,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,38,0,0,0,0,0,0,0,64,0,0,0,0,"0",0,0,0,0,"Wars in countries outside EU. I feel like they concentrate on wars within EU and forget others","2","covid",FALSE,112,0
"IP Address",100,83,TRUE,"R_1gd3SrI5NIPBOBJ","Yes, continue the survey",22,0,0,44,31,0,0,0,59,94,0,0,0,40,0,12,34,15,10,0,62,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"Nope","4","covid",FALSE,113,0
"IP Address",100,637,TRUE,"R_1nP0hgMwiLAYpbS","Yes, continue the survey",27,3,0.142857142857143,54,72,65,62,5,34,55,38,60,12,83,9,76,68,15,75,20,69,7,10,8,8,8,11,12,11,12,12,12,0,"0",0,0,0,0,"Can’t think of any, sorry.","3","covid",FALSE,114,60
"IP Address",100,199,TRUE,"R_12ojtePg9sFu9Vr","Yes, continue the survey",25,0.357142857142857,3,49,74,75,75,0,76,50,0,79,27,70,77,70,70,51,69,21,73,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","3","covid",TRUE,115,79
"IP Address",100,433,TRUE,"R_27pQIS0iVjG61qw","Yes, continue the survey",30,1,0.357142857142857,0,0,0,0,17,75,0,0,100,0,0,0,0,100,29,81,0,0,0,100,0,46,44,0,0,79,0,0,0,0,"0",0,0,0,0,"No","4","covid",TRUE,116,100
"IP Address",100,293,TRUE,"R_3I4XTmkO6XgALgj","Yes, continue the survey",27,0,3,13,0,0,58,0,48,100,0,78,8,50,0,51,89,44,33,74,16,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","4","covid",FALSE,117,78
"IP Address",100,539,TRUE,"R_3nufRbpYM5tWHwJ","Yes, continue the survey",20,0,0,10,39,0,0,0,35,62,0,84,21,0,0,93,0,25,34,23,67,1,1,41,0,0,0,0,0,0,0,0,100,"Pornography or other other sexually arousing news",0,0,0,0,"0","4","covid",FALSE,118,84
"IP Address",100,91,TRUE,"R_1IZAsebU9GWaQC0","Yes, continue the survey",18,0,0.142857142857143,0,79,0,0,0,0,56,0,23,0,0,0,0,68,0,33,0,96,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","4","covid",FALSE,119,23
"IP Address",100,163,TRUE,"R_6A950BlPNiLtrmV","Yes, continue the survey",26,0,1,14,72,19,9,9,79,84,14,60,22,54,8,17,52,80,61,41,14,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","4","covid",TRUE,120,60
"IP Address",100,128,TRUE,"R_1gjzWBgagguzaOa","Yes, continue the survey",23,3,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","2","covid",FALSE,121,0
"IP Address",100,178,TRUE,"R_3G2PcQe4JqDOCvc","Yes, continue the survey",28,1,0.357142857142857,66,92,5,13,72,41,50,79,18,4,44,91,38,54,94,82,58,33,11,59,10,7,9,12,14,62,16,42,10,0,"0",0,0,0,0,"0","3","covid",FALSE,122,18
"IP Address",100,122,TRUE,"R_234Bxgd8urR6zMd","Yes, continue the survey",25,0,0.142857142857143,0,0,0,0,0,0,0,0,99,0,0,0,0,57,0,0,0,0,81,24,4,20,74,0,0,0,0,0,0,0,"0",0,0,0,0,"0","2","covid",TRUE,123,99
"IP Address",100,194,TRUE,"R_sdP104cUEfdqKI1","Yes, continue the survey",26,0,0.357142857142857,100,100,0,50,1,100,100,0,0,0,100,0,0,100,100,100,0,67,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"No","3","covid",FALSE,124,0
"IP Address",100,198,TRUE,"R_9mEY5yaQWFg9DjP","Yes, continue the survey",22,1,3,0,0,0,0,0,43,19,0,0,0,0,0,0,24,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"When covid started a little","2","covid",FALSE,125,0
"IP Address",100,491,TRUE,"R_2EhQFV3nhx5vR9A","Yes, continue the survey",30,0.357142857142857,0.357142857142857,32,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,77,60,0,0,0,0,93,41,0,0,0,0,"0",0,0,0,0,"0","2","covid",FALSE,126,0
"IP Address",100,572,TRUE,"R_2Sprv97kBslpLey","Yes, continue the survey",30,0,0.142857142857143,49,55,36,44,9,38,53,0,18,0,66,2,59,45,59,36,53,43,38,32,51,52,26,27,55,26,0,0,32,0,"0",0,0,0,0,"(School) shootings, billionaires","1","covid",FALSE,127,18
"IP Address",100,299,TRUE,"R_3KCHMewDEVJ8IFl","Yes, continue the survey",19,1,0.357142857142857,10,27,0,15,0,35,60,0,100,11,19,0,28,100,34,34,35,37,49,0,0,0,49,0,0,0,47,0,0,0,"0",0,0,0,0,"0","4","covid",TRUE,128,100
"IP Address",100,77,TRUE,"R_VLpm0syyCaOh1DP","Yes, continue the survey",23,1,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"No","2","covid",FALSE,129,0
"IP Address",100,87099,TRUE,"R_1PbjncZrINrV3Ly","Yes, continue the survey",28,3,0.142857142857143,0,21,0,84,0,32,30,0,6,0,65,0,0,22,73,90,53,58,26,0,0,0,0,8,21,0,0,21,0,0,"0",0,0,0,0,"0","4","covid",FALSE,130,6
"IP Address",100,173,TRUE,"R_3jdr3TV3O3R7qOB","Yes, continue the survey",21,0,0,100,100,0,0,0,100,60,0,100,0,54,0,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,0,"0",0,0,0,0,"0","5","covid",FALSE,131,100
"IP Address",100,196,TRUE,"R_Z2dXg3FqjJFtxpD","Yes, continue the survey",23,0,0.357142857142857,75,46,100,51,0,100,78,0,70,0,53,0,69,100,83,69,60,0,0,0,0,0,0,0,0,0,0,0,81,0,"0",0,0,0,0,"0","3","covid",FALSE,132,70
"IP Address",100,110,TRUE,"R_4IbfENcHU86XGwh","Yes, continue the survey",19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"no","2","covid",FALSE,133,0
"IP Address",100,197,TRUE,"R_2y7OLBjYs0FgLYd","Yes, continue the survey",21,3,0.142857142857143,43,64,51,48,0,40,85,9,20,1,66,21,51,60,36,67,89,45,50,2,54,51,50,11,33,30,10,2,4,0,"0",0,0,0,0,"0","3","covid",FALSE,134,20
"IP Address",100,184,TRUE,"R_WdspjkjGwM0w9m9","Yes, continue the survey",27,0,0.357142857142857,29,100,29,0,0,65,100,0,100,0,100,0,100,85,86,39,57,100,100,37,100,100,100,47,0,0,0,0,0,0,"0",0,0,0,0,"0","5","covid",FALSE,135,100
"IP Address",100,190,TRUE,"R_Z3kOmDf2EfQOv97","Yes, continue the survey",21,0,1,77,85,83,71,0,81,49,0,60,39,0,0,15,70,42,84,0,58,21,6,49,66,0,60,58,55,0,71,70,0,"0",0,0,0,0,"0","1","covid",FALSE,136,60
"IP Address",100,201,TRUE,"R_1MQc5USP5s33N8r","Yes, continue the survey",29,0,3,7,60,26,25,0,80,56,0,50,49,0,0,19,56,0,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","4","covid",FALSE,137,50
"IP Address",100,187,TRUE,"R_XtwZpZgICWaG9QR","Yes, continue the survey",23,0,0.142857142857143,34,49,24,28,0,38,47,0,59,9,49,0,46,51,36,47,0,41,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"No","4","covid",FALSE,138,59
"IP Address",100,155,TRUE,"R_2w6xls0piuMa8hm","Yes, continue the survey",24,1,0.142857142857143,10,4,0,7,0,84,98,0,0,0,0,0,0,32,0,62,3,0,59,20,10,29,45,0,0,0,5,0,16,0,"0",0,0,0,0,"0","4","britishBrexit",FALSE,1,0
"IP Address",100,654,TRUE,"R_27vzmsRg7MPgC8y","Yes, continue the survey",26,0,3,87,73,16,54,0,100,100,19,100,52,23,12,77,12,51,23,77,78,24,0,0,0,13,0,0,0,0,0,0,0,"0",0,0,0,0,"Student Finance / Student Aid / Social Security Spending Cuts","3","britishBrexit",TRUE,2,52
"IP Address",100,178,TRUE,"R_AmmhdNHQHBtLZxn","Yes, continue the survey",24,0,0.142857142857143,0,52,0,79,0,53,53,0,53,0,0,0,71,71,33,67,0,0,50,0,35,35,41,0,0,0,0,0,100,0,"0",0,0,0,0,"0","1","britishBrexit",FALSE,3,0
"IP Address",100,288,TRUE,"R_2DMRsdWUWvE9SRg","Yes, continue the survey",22,0.142857142857143,0.357142857142857,67,8,0,0,0,100,50,0,0,0,50,0,17,36,66,50,100,35,4,0,22,22,3,0,0,0,52,0,0,0,"0",0,0,0,0,"0","4","britishBrexit",FALSE,4,0
"IP Address",100,165,TRUE,"R_10Gc97S3DgTxBKK","Yes, continue the survey",24,0,1,12,94,0,88,0,60,94,23,91,17,100,0,90,88,0,6,0,0,86,0,88,50,52,100,0,0,32,0,0,0,"0",0,0,0,0,"0","1","britishBrexit",FALSE,5,17
"IP Address",100,175,TRUE,"R_ut5xLMCbreOGCHL","Yes, continue the survey",27,0,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,14,52,44,100,47,0,0,37,21,22,0,0,"0",0,0,0,0,"Global warming","2","britishBrexit",FALSE,6,0
"IP Address",100,261,TRUE,"R_re9SjbtHwnmGF8Z","Yes, continue the survey",26,0,0.142857142857143,78,96,47,93,48,74,49,49,88,49,50,0,76,88,89,67,88,100,50,22,23,88,88,89,0,30,87,83,87,0,"0",0,0,0,0,"0","5","britishBrexit",FALSE,7,49
"IP Address",100,192,TRUE,"R_2rHoMvRX8Ieci9Z","Yes, continue the survey",23,0.142857142857143,0.357142857142857,0,67,0,32,0,21,28,7,44,0,22,0,46,59,0,86,12,5,100,15,22,100,45,0,0,0,0,0,62,0,"0",0,0,0,0,"0","1","britishBrexit",FALSE,8,0
"IP Address",100,155,TRUE,"R_DAUOEFPmB3D0dVL","Yes, continue the survey",29,0,0.357142857142857,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,63,12,63,63,35,13,13,2,3,3,3,0,"0",0,0,0,0,"Related to wars","2","britishBrexit",FALSE,9,0
"IP Address",100,175,TRUE,"R_1FIXo0OVnJIuL73","Yes, continue the survey",23,0.357142857142857,0.142857142857143,100,100,35,51,0,100,100,14,73,56,100,0,85,100,73,100,75,79,0,0,0,0,0,0,8,0,0,0,0,0,"0",0,0,0,0,"No","3","britishBrexit",FALSE,10,56
"IP Address",100,177,TRUE,"R_3skzf94dAlscujL","Yes, continue the survey",22,3,1,47,63,48,6,0,94,100,0,65,52,74,2,3,67,48,78,39,74,10,66,67,66,0,0,0,0,60,0,0,0,"0",0,0,0,0,"0","3","britishBrexit",FALSE,11,52
"IP Address",100,112,TRUE,"R_Ry88OmaGa2h5e4F","Yes, continue the survey",24,0.142857142857143,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","2","britishBrexit",FALSE,12,0
"IP Address",100,341,TRUE,"R_1pRvTAACK8ITeH1","Yes, continue the survey",19,0,0,100,57,82,17,0,100,77,15,37,0,99,0,84,49,30,88,25,45,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","3","britishBrexit",FALSE,13,0
"IP Address",100,144,TRUE,"R_30d76mux4AjyXzF","Yes, continue the survey",26,0,0.142857142857143,0,74,68,65,0,0,0,0,0,0,0,0,0,83,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","2","britishBrexit",FALSE,14,0
"IP Address",100,212,TRUE,"R_2VKMcyJj1oOxbhh","Yes, continue the survey",25,0,0.357142857142857,25,51,26,39,0,26,52,0,62,0,43,20,26,36,29,24,26,22,55,47,57,61,68,37,77,50,33,28,27,0,"0",0,0,0,0,"0","1","britishBrexit",FALSE,15,0
"IP Address",100,154,TRUE,"R_1hJPsbYXxMO6b84","Yes, continue the survey",24,1,1,45,86,41,96,15,86,100,0,0,0,100,0,8,55,61,36,21,100,52,11,19,8,88,81,100,100,0,4,0,0,"0",0,0,0,0,"0","5","britishBrexit",FALSE,16,0
"IP Address",100,165,TRUE,"R_3EBjkwLlXYontg5","Yes, continue the survey",22,0,0.357142857142857,52,52,92,30,0,86,100,0,23,58,92,62,68,78,92,68,27,11,32,0,17,19,46,20,4,9,33,33,74,0,"0",0,0,0,0,"0","3","britishBrexit",FALSE,17,58
"IP Address",100,155,TRUE,"R_1B5okJRAXq37dEB","Yes, continue the survey",26,1,0.357142857142857,0,0,0,0,19,18,0,0,0,0,0,0,17,13,0,29,12,22,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"No","2","britishBrexit",FALSE,18,0
"IP Address",100,356,TRUE,"R_3iyGkFWhJR07NTJ","Yes, continue the survey",29,0,3,16,93,92,12,0,37,85,15,21,0,100,8,6,92,100,14,100,100,74,6,83,83,86,83,4,9,92,90,96,0,"0",0,0,0,0,"0","5","britishBrexit",FALSE,19,0
"IP Address",100,194,TRUE,"R_2xQcJzNxZlcnwZ7","Yes, continue the survey",27,1,0.142857142857143,0,100,49,0,0,77,56,0,100,24,41,0,43,71,0,70,0,31,100,0,0,0,100,49,0,45,98,48,99,0,"0",0,0,0,0,"0","1","britishBrexit",FALSE,20,24
"IP Address",100,208,TRUE,"R_27OrQWUDhUj6kdC","Yes, continue the survey",22,3,3,67,88,0,88,0,100,77,3,82,62,80,4,59,92,90,89,88,91,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","3","britishBrexit",TRUE,21,62
"IP Address",100,194,TRUE,"R_3nU7l29CGDjltd6","Yes, continue the survey",29,0.142857142857143,0.142857142857143,79,96,46,40,3,81,76,11,18,4,39,37,38,100,15,65,14,22,22,18,25,23,25,32,23,25,24,19,20,0,"0",0,0,0,0,"F1 results","3","britishBrexit",FALSE,22,4
"IP Address",100,188,TRUE,"R_sT43PEOjdQOZMhH","Yes, continue the survey",26,0,0.357142857142857,49,80,0,51,0,67,40,0,87,0,0,0,0,100,46,98,33,71,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","4","britishBrexit",FALSE,23,0
"IP Address",100,244,TRUE,"R_1jNVxf8XSDf6LcY","Yes, continue the survey",23,0.357142857142857,0,51,0,32,80,6,60,47,0,72,0,18,0,38,67,0,54,0,79,54,0,0,0,51,66,83,0,100,55,49,0,"0",0,0,0,0,"No","1","britishBrexit",FALSE,24,0
"IP Address",100,304,TRUE,"R_31hLdcDZdYc0vdC","Yes, continue the survey",24,0.357142857142857,0.357142857142857,0,0,39,0,0,47,50,0,0,0,0,0,0,61,0,15,0,0,31,0,0,0,0,0,0,78,0,0,0,0,"0",0,0,0,0,"0","2","britishBrexit",FALSE,25,0
"IP Address",100,100,TRUE,"R_D2XXqP6gxVaJTCp","Yes, continue the survey",28,1,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","2","britishBrexit",FALSE,26,0
"IP Address",100,334,TRUE,"R_3KGSVFzzJFhNeSy","Yes, continue the survey",26,0.142857142857143,0.357142857142857,56,0,55,20,0,51,0,0,30,30,19,0,0,0,13,0,15,0,0,0,0,0,0,15,0,9,0,12,0,0,"0",0,0,0,0,"0","2","britishBrexit",FALSE,27,30
"IP Address",100,113,TRUE,"R_2tbZSKmn33gx2iw","Yes, continue the survey",19,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"0",0,0,0,0,"0","2","britishBrexit",FALSE,28,0
"IP Address",100,461,TRUE,"R_2wsQbi1mEdrbl5z","Yes, continue the survey",23,1,0.357142857142857,100,37,12,49,5,100,73,24,100,4,100,0,91,62,100,100,100,53,48,48,0,25,6,26,47,46,12,0,81,0,"0",0,0,0,0,"Weird illnesses (like parasites)","3","britishBrexit",FALSE,29,4
"IP Address",100,161,TRUE,"R_1li9g6N30GG1CmR","Yes, continue the survey",26,0.357142857142857,1,0,65,0,0,0,69,0,0,81,0,0,0,19,47,0,0,0,0,1,100,0,100,0,0,0,0,0,100,100,0,"0",0,0,0,0,"0","1","britishBrexit",FALSE,30,0
