"Status","Progress","durationSec","Finished","ResponseId","introquestion","age","pushnotifications","readarticles","distressed_EUPolitics","distressed_crimes","distressed_israelPalestine","distressed_immigration","distressed_sports","distressed_war","distressed_climateChange","distressed_showArts","distressed_covid","distressed_britishBrexit","distressed_instAbuse","distressed_spaceTravel","distressed_protest","distressed_terrorism","distressed_USPolitics","distressed_naturalDisasters","distressed_elections","distressed_economy","guard_suicide","guard_accidents","guard_physicalAbuse","guard_sexualAbuse","guard_selfHarm","guard_depression","guard_racism","guard_LGBTQ","guard_eatingDisorders","guard_disability","guard_animalCruelty","guard_other1","guard_other1_text","guard_other2","guard_other2_text","guard_other3","guard_other3_text","additional","interest_EUPolitics","interest_crimes","interest_israelPalestine","interest_immigration","interest_sports","interest_war","interest_climateChange","interest_showArts","interest_covid","interest_britishBrexit","interest_instAbuse","interest_spaceTravel","interest_protests","interest_terrorism","interest_USPolitics","interest_naturalDisasters","interest_elections","interest_economy","fit.cluster"
"IP Address",100,293,TRUE,"R_3I4XTmkO6XgALgj","Yes, continue the survey",27,0,3,13,0,0,58,0,48,100,0,78,8,50,0,51,89,44,33,74,16,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"4"
"IP Address",100,539,TRUE,"R_3nufRbpYM5tWHwJ","Yes, continue the survey",20,0,0,10,39,0,0,0,35,62,0,84,21,0,0,93,0,25,34,23,67,1,1,41,0,0,0,0,0,0,0,0,100,"Pornography or other other sexually arousing news",0,0,0,0,"0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"4"
"IP Address",100,91,TRUE,"R_1IZAsebU9GWaQC0","Yes, continue the survey",18,0,0.142857142857143,0,79,0,0,0,0,56,0,23,0,0,0,0,68,0,33,0,96,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"4"
"IP Address",100,163,TRUE,"R_6A950BlPNiLtrmV","Yes, continue the survey",26,0,1,14,72,19,9,9,79,84,14,60,22,54,8,17,52,80,61,41,14,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"4"
"IP Address",100,128,TRUE,"R_1gjzWBgagguzaOa","Yes, continue the survey",23,3,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2"
"IP Address",100,178,TRUE,"R_3G2PcQe4JqDOCvc","Yes, continue the survey",28,1,0.357142857142857,66,92,5,13,72,41,50,79,18,4,44,91,38,54,94,82,58,33,11,59,10,7,9,12,14,62,16,42,10,0,"0",0,0,0,0,"0",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"3"
"IP Address",100,122,TRUE,"R_234Bxgd8urR6zMd","Yes, continue the survey",25,0,0.142857142857143,0,0,0,0,0,0,0,0,99,0,0,0,0,57,0,0,0,0,81,24,4,20,74,0,0,0,0,0,0,0,"0",0,0,0,0,"0",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"2"
"IP Address",100,194,TRUE,"R_sdP104cUEfdqKI1","Yes, continue the survey",26,0,0.357142857142857,100,100,0,50,1,100,100,0,0,0,100,0,0,100,100,100,0,67,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"No",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"3"
"IP Address",100,198,TRUE,"R_9mEY5yaQWFg9DjP","Yes, continue the survey",22,1,3,0,0,0,0,0,43,19,0,0,0,0,0,0,24,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"When covid started a little",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"2"
"IP Address",100,491,TRUE,"R_2EhQFV3nhx5vR9A","Yes, continue the survey",30,0.357142857142857,0.357142857142857,32,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,77,60,0,0,0,0,93,41,0,0,0,0,"0",0,0,0,0,"0",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"2"
"IP Address",100,572,TRUE,"R_2Sprv97kBslpLey","Yes, continue the survey",30,0,0.142857142857143,49,55,36,44,9,38,53,0,18,0,66,2,59,45,59,36,53,43,38,32,51,52,26,27,55,26,0,0,32,0,"0",0,0,0,0,"(School) shootings, billionaires",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1"
"IP Address",100,299,TRUE,"R_3KCHMewDEVJ8IFl","Yes, continue the survey",19,1,0.357142857142857,10,27,0,15,0,35,60,0,100,11,19,0,28,100,34,34,35,37,49,0,0,0,49,0,0,0,47,0,0,0,"0",0,0,0,0,"0",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"4"
"IP Address",100,77,TRUE,"R_VLpm0syyCaOh1DP","Yes, continue the survey",23,1,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"No",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2"
"IP Address",100,87099,TRUE,"R_1PbjncZrINrV3Ly","Yes, continue the survey",28,3,0.142857142857143,0,21,0,84,0,32,30,0,6,0,65,0,0,22,73,90,53,58,26,0,0,0,0,8,21,0,0,21,0,0,"0",0,0,0,0,"0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"4"
"IP Address",100,173,TRUE,"R_3jdr3TV3O3R7qOB","Yes, continue the survey",21,0,0,100,100,0,0,0,100,60,0,100,0,54,0,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,0,"0",0,0,0,0,"0",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"5"
"IP Address",100,196,TRUE,"R_Z2dXg3FqjJFtxpD","Yes, continue the survey",23,0,0.357142857142857,75,46,100,51,0,100,78,0,70,0,53,0,69,100,83,69,60,0,0,0,0,0,0,0,0,0,0,0,81,0,"0",0,0,0,0,"0",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"3"
"IP Address",100,110,TRUE,"R_4IbfENcHU86XGwh","Yes, continue the survey",19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"no",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"2"
"IP Address",100,197,TRUE,"R_2y7OLBjYs0FgLYd","Yes, continue the survey",21,3,0.142857142857143,43,64,51,48,0,40,85,9,20,1,66,21,51,60,36,67,89,45,50,2,54,51,50,11,33,30,10,2,4,0,"0",0,0,0,0,"0",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"3"
"IP Address",100,184,TRUE,"R_WdspjkjGwM0w9m9","Yes, continue the survey",27,0,0.357142857142857,29,100,29,0,0,65,100,0,100,0,100,0,100,85,86,39,57,100,100,37,100,100,100,47,0,0,0,0,0,0,"0",0,0,0,0,"0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"5"
"IP Address",100,190,TRUE,"R_Z3kOmDf2EfQOv97","Yes, continue the survey",21,0,1,77,85,83,71,0,81,49,0,60,39,0,0,15,70,42,84,0,58,21,6,49,66,0,60,58,55,0,71,70,0,"0",0,0,0,0,"0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1"
"IP Address",100,201,TRUE,"R_1MQc5USP5s33N8r","Yes, continue the survey",29,0,3,7,60,26,25,0,80,56,0,50,49,0,0,19,56,0,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"4"
"IP Address",100,187,TRUE,"R_XtwZpZgICWaG9QR","Yes, continue the survey",23,0,0.142857142857143,34,49,24,28,0,38,47,0,59,9,49,0,46,51,36,47,0,41,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"No",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"4"
