StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,introquestion,age,pushnotifications,readarticles,topicsinterested,distressed_1,distressed_2,distressed_3,distressed_4,distressed_5,distressed_6,distressed_7,distressed_8,distressed_9,distressed_10,distressed_11,distressed_12,distressed_13,distressed_14,distressed_15,distressed_16,distressed_17,distressed_18,guarding_1,guarding_2,guarding_3,guarding_4,guarding_5,guarding_6,guarding_7,guarding_8,guarding_9,guarding_10,guarding_11,guarding_12,guarding_12_TEXT,guarding_13,guarding_13_TEXT,guarding_14,guarding_14_TEXT,additional
2023-03-20 17:23:22,2023-03-20 17:26:51,IP Address,109.37.141.120,100,209,True,2023-03-20 17:26:52,R_SHI7L5LYalUOSk1,,,,,52.0935,5.2376,anonymous,EN,"Yes, continue the survey",27,Every day,Every day,"EU politics,Sports,(Ukrainian) War,Climate change,Show business & Arts",60,65,69,65,,72,74,,51,0,70,,72,76,52,76,53,54,,,,,,,,,,,,,,,,,,
2023-03-20 17:24:42,2023-03-20 17:28:26,IP Address,84.241.192.227,100,224,True,2023-03-20 17:28:27,R_T0EqP1HR4DFciuB,,,,,51.9191,4.4414,anonymous,EN,"Yes, continue the survey",24,Every day,Once per week,"Crimes,Immigration,Sports",,,,100,0,,,,,,,,,100,,,,38,,,,,,,,64,,,,,,,,,,"Wars in countries outside EU. I feel like they concentrate on wars within EU and forget others "
2023-03-20 17:30:10,2023-03-20 17:31:34,IP Address,145.136.141.171,100,83,True,2023-03-20 17:31:34,R_1gd3SrI5NIPBOBJ,,,,,52.0892,5.1294,anonymous,EN,"Yes, continue the survey",22,Never,Never,Space-travel,44,31,,,0,59,94,,,,40,,12,34,15,10,,62,,,,,,,,,,,,,,,,,,Nope
2023-03-20 17:29:12,2023-03-20 17:39:49,IP Address,185.59.38.187,100,637,True,2023-03-20 17:39:50,R_1nP0hgMwiLAYpbS,,,,,52.0697,4.3303,anonymous,EN,"Yes, continue the survey",27,Multiple times per day,Once per week,"Crimes,Show business & Arts,Institutional abuse,Protests,Natural disasters",54,72,65,62,5,34,55,38,60,12,83,9,76,68,15,75,20,69,7,10,8,8,8,11,12,11,12,12,12,,,,,,,"Can’t think of any, sorry. "
2023-03-20 17:37:13,2023-03-20 17:40:32,IP Address,84.241.206.30,100,199,True,2023-03-20 17:40:33,R_12ojtePg9sFu9Vr,,,,,51.9125,4.4469,anonymous,EN,"Yes, continue the survey",25,2-3 times per week,Multiple times per day,"EU politics,Crimes,Israeli-Palestinian conflict,Immigration,(Ukrainian) War,Climate change,Show business & Arts,COVID-19,Britsh politics / Brexit,Institutional abuse,Space-travel,Protests,Terrorism,US politics,Natural disasters,Elections,Economy",49,74,75,75,0,76,50,0,79,27,70,77,70,70,51,69,21,73,,0,,0,0,,0,0,0,,0,,,,,,,
2023-03-20 17:33:44,2023-03-20 17:40:58,IP Address,190.88.3.94,100,433,True,2023-03-20 17:40:58,R_27pQIS0iVjG61qw,,,,,12.0975,-68.9177,anonymous,EN,"Yes, continue the survey",30,Every day,2-3 times per week,"Sports,Show business & Arts,COVID-19,US politics",,,,,17,75,,0,100,,0,,,100,29,81,,,0,100,0,46,44,0,,79,0,0,0,,,,,,,No
2023-03-20 17:40:18,2023-03-20 17:45:12,IP Address,84.241.201.127,100,293,True,2023-03-20 17:45:13,R_3I4XTmkO6XgALgj,,,,,51.8867,4.5026,anonymous,EN,"Yes, continue the survey",27,Never,Multiple times per day,"EU politics,(Ukrainian) War,Climate change,Institutional abuse,Space-travel,Protests,US politics,Elections",13,0,0,58,0,48,100,0,78,8,50,0,51,89,44,33,74,16,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2023-03-20 17:39:08,2023-03-20 17:48:08,IP Address,145.90.87.195,100,539,True,2023-03-20 17:48:08,R_3nufRbpYM5tWHwJ,,,,,52.1068,5.134,anonymous,EN,"Yes, continue the survey",20,Never,Never,"Elections,Economy",10,39,,,,35,62,,84,21,,,93,,25,34,23,67,1,1,41,0,0,0,0,0,0,0,0,100,Pornography or other other sexually arousing news,,,,,
2023-03-20 17:51:05,2023-03-20 17:52:37,IP Address,84.241.198.184,100,91,True,2023-03-20 17:52:37,R_1IZAsebU9GWaQC0,,,,,52.3712,4.9044,anonymous,EN,"Yes, continue the survey",18,Never,Once per week,"Crimes,Climate change,Protests,Natural disasters,Economy",,79,,,,,56,,23,,,,,68,,33,,96,,,,,,,,,,,,,,,,,,
2023-03-20 18:22:40,2023-03-20 18:25:24,IP Address,84.241.201.169,100,163,True,2023-03-20 18:25:24,R_6A950BlPNiLtrmV,,,,,51.9261,4.4889,anonymous,EN,"Yes, continue the survey",26,Never,Every day,"EU politics,Sports,Climate change,COVID-19,Space-travel,Natural disasters,Elections",14,72,19,9,9,79,84,14,60,22,54,8,17,52,80,61,41,14,,,,,,,,,,,,,,,,,,
2023-03-20 18:38:45,2023-03-20 18:40:53,IP Address,85.144.85.102,100,128,True,2023-03-20 18:40:54,R_1gjzWBgagguzaOa,,,,,52.0565,4.328,anonymous,EN,"Yes, continue the survey",23,Multiple times per day,2-3 times per week,"Crimes,Sports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-03-20 18:57:05,2023-03-20 19:00:03,IP Address,188.207.87.200,100,178,True,2023-03-20 19:00:04,R_3G2PcQe4JqDOCvc,,,,,52.0978,5.126,anonymous,EN,"Yes, continue the survey",28,Every day,2-3 times per week,"Crimes,Sports,(Ukrainian) War,Natural disasters,Elections",66,92,5,13,72,41,50,79,18,4,44,91,38,54,94,82,58,33,11,59,10,7,9,12,14,62,16,42,10,,,,,,,
2023-03-20 19:04:43,2023-03-20 19:06:45,IP Address,81.206.11.225,100,122,True,2023-03-20 19:06:45,R_234Bxgd8urR6zMd,,,,,52.3759,4.8975,anonymous,EN,"Yes, continue the survey",25,Never,Once per week,"Crimes,(Ukrainian) War,COVID-19,Terrorism",,,,,,,,,99,,,,,57,,,,,81,24,4,20,74,,0,,,,,,,,,,,
2023-03-20 19:03:36,2023-03-20 19:06:51,IP Address,81.207.165.168,100,194,True,2023-03-20 19:06:51,R_sdP104cUEfdqKI1,,,,,51.9081,4.4561,anonymous,EN,"Yes, continue the survey",26,Never,2-3 times per week,"Crimes,US politics,Economy",100,100,,50,1,100,100,,,,100,,,100,100,100,,67,,,,,,,,,,,,,,,,,,No
2023-03-20 19:04:50,2023-03-20 19:08:09,IP Address,82.168.182.175,100,198,True,2023-03-20 19:08:09,R_9mEY5yaQWFg9DjP,,,,,52.3706,4.618,anonymous,EN,"Yes, continue the survey",22,Every day,Multiple times per day,"Sports,(Ukrainian) War,Climate change,Space-travel,Terrorism,Natural disasters",0,,0,,,43,19,,,,,,,24,,22,,,0,0,0,,,,,,,,,,,0,,,,When covid started a little
2023-03-20 19:05:50,2023-03-20 19:14:01,IP Address,190.13.126.243,100,491,True,2023-03-20 19:14:01,R_2EhQFV3nhx5vR9A,,,,,12.0975,-68.9177,anonymous,EN,"Yes, continue the survey",30,2-3 times per week,2-3 times per week,"Crimes,Israeli-Palestinian conflict,Immigration,Sports,(Ukrainian) War,Economy",32,,,,82,,,,,,,,,,,,,,77,60,,,,,93,41,,,,,,,,,,
2023-03-20 19:48:55,2023-03-20 19:58:28,IP Address,109.36.153.246,100,572,True,2023-03-20 19:58:29,R_2Sprv97kBslpLey,,,,,51.9305,4.4846,anonymous,EN,"Yes, continue the survey",30,Never,Once per week,"EU politics,Crimes,Immigration,Sports,Institutional abuse,Protests,Natural disasters",49,55,36,44,9,38,53,0,18,0,66,2,59,45,59,36,53,43,38,32,51,52,26,27,55,26,,0,32,,,,,,,"(School) shootings, billionaires "
2023-03-20 20:33:20,2023-03-20 20:38:20,IP Address,77.248.162.77,100,299,True,2023-03-20 20:38:21,R_3KCHMewDEVJ8IFl,,,,,52.3706,4.618,anonymous,EN,"Yes, continue the survey",19,Every day,2-3 times per week,"EU politics,Crimes,Immigration,Sports,Climate change,COVID-19,Protests,Terrorism,Natural disasters",10,27,0,15,0,35,60,0,100,11,19,0,28,100,34,34,35,37,49,0,0,0,49,0,0,0,47,0,0,,,,,,,
2023-03-20 20:42:33,2023-03-20 20:43:50,IP Address,86.89.192.233,100,77,True,2023-03-20 20:43:51,R_VLpm0syyCaOh1DP,,,,,53.1889,5.7899,anonymous,EN,"Yes, continue the survey",23,Every day,Once per week,"EU politics,Crimes,Climate change,Show business & Arts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2023-03-19 20:38:14,2023-03-20 20:49:54,IP Address,94.211.18.208,100,87099,True,2023-03-20 20:49:54,R_1PbjncZrINrV3Ly,,,,,52.0708,4.3079,anonymous,EN,"Yes, continue the survey",28,Multiple times per day,Once per week,,,21,,84,,32,30,,6,0,65,,,22,73,90,53,58,26,,0,,,8,21,,,21,,,,,,,,
2023-03-20 21:15:03,2023-03-20 21:17:56,IP Address,84.105.149.224,100,173,True,2023-03-20 21:17:57,R_3jdr3TV3O3R7qOB,,,,,51.6434,5.2859,anonymous,EN,"Yes, continue the survey",21,Never,Never,"Sports,Show business & Arts",100,100,,,,100,60,,100,,54,,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,0,,,,,,
2023-03-20 21:43:01,2023-03-20 21:46:18,IP Address,62.133.98.113,100,196,True,2023-03-20 21:46:18,R_Z2dXg3FqjJFtxpD,,,,,52.0755,4.2877,anonymous,EN,"Yes, continue the survey",23,Never,2-3 times per week,"Crimes,Sports,Show business & Arts,Institutional abuse,Protests,US politics,Natural disasters",75,46,100,51,,100,78,,70,,53,,69,100,83,69,60,,,,,,,,,,,,81,,,,,,,
2023-03-20 22:22:05,2023-03-20 22:23:55,IP Address,181.41.1.52,100,110,True,2023-03-20 22:23:56,R_4IbfENcHU86XGwh,,,,,12.5147,-70.034,anonymous,EN,"Yes, continue the survey",19,Every day,Never,"Crimes,Natural disasters",,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,no
2023-03-20 22:26:28,2023-03-20 22:29:45,IP Address,80.112.190.12,100,197,True,2023-03-20 22:29:45,R_2y7OLBjYs0FgLYd,,,,,52.3759,4.8975,anonymous,EN,"Yes, continue the survey",21,Multiple times per day,Once per week,"EU politics,Crimes,Immigration,Sports,Climate change,Protests,Terrorism,Elections",43,64,51,48,0,40,85,9,20,1,66,21,51,60,36,67,89,45,50,2,54,51,50,11,33,30,10,2,4,,,,,,,
2023-03-21 03:24:20,2023-03-21 03:27:24,IP Address,201.229.58.118,100,184,True,2023-03-21 03:27:25,R_WdspjkjGwM0w9m9,,,,,12.5147,-70.034,anonymous,EN,"Yes, continue the survey",27,Never,2-3 times per week,"EU politics,(Ukrainian) War,Climate change,Show business & Arts,Institutional abuse,US politics,Natural disasters,Economy",29,100,29,,,65,100,0,100,0,100,,100,85,86,39,57,100,100,37,100,100,100,47,0,,,,,,,0,,,,
2023-03-21 08:23:06,2023-03-21 08:26:16,IP Address,80.115.42.113,100,190,True,2023-03-21 08:26:16,R_Z3kOmDf2EfQOv97,,,,,52.0909,5.0958,anonymous,EN,"Yes, continue the survey",21,Never,Every day,"EU politics,Economy",77,85,83,71,,81,49,,60,39,,,15,70,42,84,,58,21,6,49,66,,60,58,55,,71,70,,,,,,,
2023-03-21 09:18:53,2023-03-21 09:22:15,IP Address,86.85.132.220,100,201,True,2023-03-21 09:22:15,R_1MQc5USP5s33N8r,,,,,52.0827,4.9174,anonymous,EN,"Yes, continue the survey",29,Never,Multiple times per day,"EU politics,Crimes,Immigration,Sports,(Ukrainian) War,Show business & Arts,Britsh politics / Brexit",7,60,26,25,,80,56,,50,49,,,19,56,,50,48,,,,,,,,,,,,,,,,,,,
2023-03-21 11:09:16,2023-03-21 11:12:23,IP Address,143.177.127.127,100,187,True,2023-03-21 11:12:24,R_XtwZpZgICWaG9QR,,,,,52.3752,4.6559,anonymous,EN,"Yes, continue the survey",23,Never,Once per week,"Crimes,Sports,(Ukrainian) War,Show business & Arts,Protests,Terrorism,Natural disasters,Economy",34,49,24,28,0,38,47,,59,9,49,,46,51,36,47,0,41,,,,,,,,,,,,,,,,,,No
